date,eventName,eventTitle,location
12/26/2020,100 MMA Series,100 Warriors MMA Fight Night,"""Kolkata Indoor Stadium; Kolkata; West Bengal; India"""
12/05/2020,OCL,Ohio Combat League 8,"""Cherry Valley Hotel; Newark; Ohio; United States"""
12/26/2020,Center of Martial Arts,Right Way 2,"""Center of Martial Arts; Belgorod; Russia"""
12/05/2020,WSF,Vale Tudo Sem Regras: VTR MMA,"""Academia CT Lagomar; Macae; Rio de Janeiro; Brazil"""
12/26/2020,Tatfight,Tatfight 11,"""Kazan; Tatarstan; Russia"""
12/05/2020,NFC 26,Naiza Fighter Championship 26,"""Kazakhstan"""
12/26/2020,Double-Headed Eagle,Two Headed Eagle Cup 3,"""Moscow; Russia"""
12/05/2020,Coastal Combat 8,100% MMA Action on the Sunshine Coast,"""Nambour Showgrounds; Nambour; Queensland; Australia"""
12/26/2020,OFC 1,Open Fighting Championship 1,"""Samara; Russia"""
12/05/2020,O Rei da Luta,2,"""Academy Libra; Campo Grande; Rio de Janeiro; Brazil"""
12/26/2020,Fighting Nexus,Vol. 20,"""GEN Sports Palace; Shinjuku; Tokyo; Japan"""
12/05/2020,SFT,Standout Fighting Tournament 26: Camelo vs. Clebinho,"""Sao Paulo; Sao Paulo; Brazil"""
12/26/2020,WEF 97,Selection 32,"""Isfana; Kyrgyzstan"""
12/05/2020,TFS,Mix Fight Gala 31: Fight Club 4,"""Tempel Fight School; Darmstadt; Germany"""
12/26/2020,PBC on FS1,Fight Night,"""Microsoft Theater; Los Angeles; California; United States"""
12/05/2020,UFC on ESPN 19,Hermansson vs. Vettori,"""UFC Apex; Las Vegas; Nevada; United States"""
12/25/2020,AMC,Fight Nights Global: AMC Fight Nights 99,"""Basket Hall; Moscow; Russia"""
12/05/2020,Caged Steel 26,Caged Steel Fighting Championship 26,"""Doncaster Dome; Doncaster; England"""
12/25/2020,NFC 27,Naiza Fighter Championship 27,"""Almaty; Kazakhstan"""
12/05/2020,MMA Battle Arena,Battle Arena,"""Arena Sports; Kettering; England"""
12/25/2020,FFC,Falco Fighting Championship: Road Fighter 18,"""Nooken; Kyrgyzstan"""
12/04/2020,EFC 30,Eagle Fighting Championship 30,"""Moscow; Russia"""
12/25/2020,Yogya MMA Empire,Christmas Special 2020,"""MLA Guesthouse; Lucknow; India"""
12/04/2020,LFA 96,Mendonca vs. Dagvadorj,"""Hartman Arena; Park City; Kansas; United States"""
12/25/2020,NGL 2,New Generation League 2,"""Chelyabinsk; Russia"""
12/04/2020,One Championship,Big Bang 2,"""Singapore"""
12/04/2020,One Championship,Big Bang,"""Singapore Indoor Stadium; Kallang; Singapore"""
12/03/2020,Shooto Brazil,Shooto Brazil 105,"""Upper Arena; Rio de Janeiro; Rio de Janeiro; Brazil"""
11/30/2020,Evolution Championship,The Dark Cage,"""Cairo; Egypt"""
11/29/2020,Adventure Fighters Tournament,AFT 25,None
11/29/2020,Russian MMA Union,Cup of the Capital of the Golden Ring of Russia,"""Atlant Sports and Recreational Complex; Yaroslavl; Russia"""
11/29/2020,Fight Club Den Haag,Akira FC 2,"""Boksschool Houwaart; Den Haag; Zuid-Holland; Netherlands"""
11/29/2020,UMMA,All Russian MMA Championship 2020: Day 2,"""Saratov; Russia"""
11/29/2020,Home Fight Championship,HFC 1,"""Municipal Gymnasium Santa Luzia do Para; Para; Brazil"""
11/28/2020,Horus Fight Combat,HFC - KLB Vs Javali,"""Campo Grande; Rio de Janeiro; Rio de Janeiro; Brazil"""
11/28/2020,SFC,Legacy of Sparta: Bantamweight Grand Prix,"""Moscow; Russia"""
11/28/2020,CFN ,Colisao Fight Night 4,"""Municipal Gymnasium Professor Leandro Martins; Goianesia; Para; Brazil"""
11/28/2020,Fair Fight Promotion,Fair Fight 13: Road to One,"""Yekaterinburg; Russia"""
11/28/2020,DFL 2,Torres vs. Medina,"""Via a la Costa; km 10.5; Guayaquil; Ecuador."""
11/28/2020,FMMAU,Kharkiv MMA Cup,"""Kharkiv; Ukraine"""
11/28/2020,Gold Rush,Gold Rush 7,"""Hotel Liberty Plaza; Osaka; Japan"""
11/28/2020,Caray MMA & Boxing,Temporada 2 MMA Fights 4,"""Casino Hollywood; Cali Valle Del Cauca; Colombia"""
11/28/2020,Forze MMA 1,Josiane vs Quezia,"""Curitiba; Parana; Brazil"""
11/28/2020,WSF,World Sensacional Fight 6,"""Academia CT Lagomar; Macae; Rio de Janeiro; Brazil"""
11/28/2020,The Battle Championship,Road to AFL,"""Gran Canaria; Spain"""
11/28/2020,RV Eventos,Jatoba Fight Striker: MMA,"""CT Fight Team; Ibirité; Minas Gerais - Brazil"""
11/28/2020,NFG 16,Mortal Combat,"""Prime Hall; Minsk; Belarus"""
11/28/2020,UMMA,All Russian MMA Championship 2020: Day 1,"""Saratov; Russia"""
11/28/2020,Double G FC 5,Double G Fighting Championship,"""KBS Arena Hall; Seoul; South Korea"""
11/28/2020,247 FC,Brawl in the Burgh 5,"""Monroeville Convention Center; Monroeville; Pennsylvania; United States"""
11/28/2020,FEN 31,Rutkowski vs. Zielinski 2,"""Hilton Hotel; Lodz; Poland"""
11/28/2020,R2 ,Combat Live 1,"""Complexo G1; Maceió; Alagoas; Brazil"""
11/28/2020,UFC on ESPN 18,Smith vs. Clark,"""UFC Apex; Las Vegas; Nevada; United States"""
11/28/2020,PIK,Promoterskaya International Company,"""St. Petersburg; Russia"""
11/28/2020,ToM 7,Time of Masters 7,"""Rumia; Poland"""
11/28/2020,Superior Challenge 21,Stockholm,"""Stockholmsmassan; Stockholm; Sweden"""
11/28/2020,UFL 4,Ultimate Fight League 4,"""Behind Closed Doors Event; London; England"""
11/27/2020,MF - Mega Fight Champions,2,"""CT HD; Manaus; Amazonas; Brazil"""
11/27/2020,Babilon MMA 18,Revenge,"""Poland"""
11/27/2020,MADA,Madabattle Martial Arts Festival 2,"""Kharkiv; Ukraine"""
11/27/2020,UFN 23,Urban Fight Night 23,"""Hurstville Entertainment Center; Hurstville; New South Wales; Australia"""
11/27/2020,OFC 10,Estela vs. Blasco,"""Gimnasio Xtreme Fitness Center; Machala; Ecuador."""
11/27/2020,ADW,UAE Warriors 14,"""Abu Dhabi; United Arab Emirates"""
11/27/2020,Opolscy Wojownicy 5,Bitwa nad Odra,"""Stegu Arena; Opole; Poland"""
11/26/2020,Nashe Delo 4,Nashe Delo 4,"""Moscow; Russia"""
11/26/2020,ACA 114,Omielanczuk vs. Johnson,"""Lodz; Poland"""
11/25/2020,PPC 12,Kratos Cup,"""Culture Center; Kiev; Ukraine"""
11/25/2020,Honor FC 14,Honor Fighting Championship 14,"""Harvest Ridge; Millersburg; Ohio; United States"""
11/25/2020,247 FC,Brawl In The Burgh 4,"""Monroeville Convention Center; Monroeville; Pennsylvania; United States"""
11/24/2020,HFC 41,Hosharafu Fighting Championship 41: Contenders Part 1,"""HFC Sports Hall; Kabul; Afghanistan"""
11/23/2020,Bout,Bout 41,"""Eniwa General Gymnasium; Eniwa; Hokkaido; Japan"""
11/23/2020,Shooto,Professional Shooto 2020 Vol. 7,"""Korakuen Hall; Tokyo; Japan"""
11/22/2020,Perviy Club,Fight Show 46,"""Moscow; Russia"""
11/22/2020,DMF,DM Fight 1,"""Academia RD Champions; Iraja; Rio de Janeiro; Brazil"""
11/22/2020,OC,Oplot Challenge 111,"""Moscow; Russia"""
11/22/2020,ALMMA 187,Bull Terror Challenge,"""Hala Sportowa Centrum Sportowo-Rekreacyjnego Uniwersytetu Przyrodniczego; Lublin; Poland"""
11/22/2020,Titan FC 65,Graves vs. Jasse,"""Pabellon de Esgrimain; Santo Domingo; Dominican Republic"""
11/22/2020,CG 28,Celtic Gladiator 28: Lockdown Throwdown,"""United Kingdom"""
11/22/2020,NCP,Pankration National Championship 31,"""SEC Marmelad; Taganrog; Russia"""
11/21/2020,VFC 5,Venom Fighting Championship 5,"""Moscow; Russia"""
11/21/2020,GCMMA,Gulf Coast MMA 7,"""Forrest County Multipurpose Center; Hattiesburg; Mississippi; United States"""
11/21/2020,One Pride MMA Fight Night 39,The Real Fight,"""Studio ANTV; Jakarta; Indonesia"""
11/21/2020,DCS 64,Thanksgiving Throwdown 2: Night 2,"""Ramada Plaza; Omaha; Nebraska; United States"""
11/21/2020,OFC,2020,"""Kabul; Afghanistan"""
11/21/2020,RCC,Intro 10,"""RCC Martial Arts Academy; Ekaterinburg; Russia"""
11/21/2020,ToM,Time of Masters: Independence Day,"""SP nr 5; Białogard; Poland"""
11/21/2020,GFC 04,Gentlemanflower Fighting Championship 04,"""South Korea"""
11/21/2020,Fighting Force Promotions,Force 4: McMahon vs. Thornton,"""Pabellón de Esgrima; Centro Olímpico; Santo Domingo; Dominican Republic"""
11/21/2020,JFC 2,Junior Fighting Championship 2,"""Tesla Stadium; Moscow; Russia"""
11/21/2020,MMA Series 21,Krasnaya Polyana,"""WOW Arena; Sochi; Russia"""
11/21/2020,GAMMA,Canarias Pro Fight,"""Pabellon Mario Pestano; Villa de Arico; Spain"""
11/21/2020,Productora One,Live Fight Night,"""Santiago; Chile"""
11/21/2020,Oktagon MMA,Oktagon 18,"""Zoner BOBYHALL; Brno; Czech Republic"""
11/21/2020,EMMA,Eternal MMA 55,"""Gold Coast; Queensland; Australia"""
11/21/2020,Rizin FF,Rizin 25,"""Osaka-Jo Hall; Osaka; Japan"""
11/21/2020,FMD,Full Metal Dojo: Fight Circus Vol. 2,"""Insanity Nightclub; Bangkok; Thailand"""
11/21/2020,SFT,Standout Fighting Tournament 25: Predador vs. Viana,"""Sao Paulo; Sao Paulo; Brazil"""
11/21/2020,FMMA 8,Fame MMA,"""Poland"""
11/21/2020,Caged Aggression 29,Determination Day 2,"""The Rivercenter; Davenport; Iowa; United States"""
11/21/2020,UFC 255,Figueiredo vs. Perez,"""UFC Apex; Las Vegas; Nevada; United States"""
11/21/2020,GMC 30,German MMA Championship 30,"""König-Pilsener-ARENA; Oberhausen; Germany"""
11/20/2020,DCS 63,Thanksgiving Throwdown 2: Night 1,"""Ramada Plaza; Omaha; Nebraska; United States"""
11/20/2020,AFL 1,Quito ,"""Gimnasio Taita Crossfit; Quito; Ecuador"""
11/20/2020,iFF 3,iKon Fighting Federation 3,"""Marinaterra Hotel Spa; San Carlos; Sonora; Mexico"""
11/20/2020,Lux Fight League,Lux 011,"""Showcenter Complex; Monterrey; Mexico"""
11/20/2020,LFA 95,Pereira vs. Powell,"""Hartman Arena; Wichita; Kansas; United States"""
11/20/2020,Caged Aggression 29,Determination Day 1,"""The Rivercenter; Davenport; Iowa; United States"""
11/20/2020,Invicta FC 43,King vs. Harrison,"""Police Athletic League; Kansas City; Kansas; United States"""
11/19/2020,CFFC 89,Cage Fury Fighting Championships 89,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
11/19/2020,Brave CF 45,Brave Combat Federation 45,"""Bahrain"""
11/19/2020,Bellator 253,Caldwell vs. McKee,"""Mohegan Sun Arena; Uncasville; Connecticut; United States"""
11/18/2020,CFFC 88,Cage Fury Fighting Championships 88,"""2300 Arena; Philadelphia; Pennsylvania; United States"""
