date,eventName,eventTitle,location
02/02/2020,EFC Global,EFC Global,"""SC Urojai; Belovodskoe; Kyrgyzstan"""
02/02/2020,CFL 9,Coliseum Fight League 9,"""Restaurant For Fashions; Tatarstan; Russia"""
02/02/2020,UMMA,Cup Of Crimea 2020,"""Simferopol; Ukraine"""
02/02/2020,UMMA,Cup Of Perm 2020,"""Perm; Russia"""
02/02/2020,UMMA,Cup Of Chechnya 2020,"""Grozny; Russia"""
02/02/2020,RCF 11,Red City Fights 11,"""SBK Spartak; Yoshkar-Ola; Russia"""
02/02/2020,MITC,Matside In The Cage 3,"""Palazzetto Bellaria; Pontedera; Italy"""
02/02/2020,Venator FC,Venator Inside 4,"""Palazzetto Bellaria; Pontedera; Italy"""
02/01/2020,CN 115,Combat Night 115,"""Gilt Nightclub; Orlando; Florida; United States"""
02/01/2020,Professional League Ihlas,Ihlas Fight Club 4,"""Moscow; Russia"""
02/01/2020,Lebon CF 2,Silva vs. Vergopolan,"""Municipal Sports Gym Raulino Bonati; Lebon Regis; Santa Catarina; Brazil"""
02/01/2020,HCC 21,Haidar Capixaba Combat 21,"""Marataizes; Espirito Santo; Brazil"""
02/01/2020,World Cossack Fight Federation,Anti-Terrorist Operation Heroes Cup 5,"""Klitschko Brothers Sports Center; Kamianske; Dnipropetrovsk; Ukraine"""
02/01/2020,RFP 75,Step to Top 11,"""Chervonohrad Sports Complex; Chervonohrad; Ukraine"""
02/01/2020,Amateur Desafio MMA 22,Fernandez vs. Perez ,"""Local Anthony’s; San Juan de Lurigancho; Lima; Peru"""
02/01/2020,WEF 93,Selection 29,"""Boxing Arena Strong; Bishkek; Kyrgyzstan"""
02/01/2020,MMA Sever,Cup of Komi 2020,"""MMA North Club; Komi; Russia"""
02/01/2020,ECF 29,Extreme Cage Fighting,"""Amazura; Queens; New York; United States"""
02/01/2020,Impact Promotions,Beatdown at the Beach 10,"""Laketown Wharf; Panama City Beach; Florida; United States"""
02/01/2020,Beastmode Productions,War In Rudd 6,"""Rudd Gym; Rudd; Iowa; United States"""
02/01/2020,Fight1 Promotion,PetrosyanMania: 2020 Gold Edition,"""Allianz Cloud; Milan; Italy"""
02/01/2020,Ultimate Battle Grounds 3,Showdown,"""Landmark Resort; Myrtle Beach; South Carolina; United States"""
02/01/2020,UMMA,Cup Of Orenburg 2020,"""Orenburg; Russia"""
02/01/2020,GF 39,Gladius Fights 39,"""Arnot Mall; Horseheads; New York; United States"""
02/01/2020,AMMAC,Alpha MMA Championship 8,"""Roodeport; South Africa"""
02/01/2020,SF 45,Stellar Fights 45,"""Delaware State Fairgrounds; Harrington; Delaware; United States"""
02/01/2020,Knockout Promotions,Knockout MMA,"""Metroflex Gym; Long Beach; California; United States"""
02/01/2020,CFFC 81,Cage Fury Fighting Championships 81,"""Parx Casino; Bensalem; Pennsylvania; United States"""
02/01/2020,Full Contact Promotions,Rage in the Cage 13,"""Main Street Armory; Rochester; New York; United States"""
02/01/2020,Never Surrender MMA,Full Battle Rattle,"""Junction City; Kansas; United States"""
02/01/2020,HRMMA,Hardrock MMA 114,"""Paroquet Springs Conference Center; Shepherdsville; Kentucky; United States"""
02/01/2020,KOTC,Pure Vengeance,"""Chinook Winds Casino; Lincoln City; Oregon; United States"""
02/01/2020,JFC 1,Jacara Fight Combat 1,"""Espirito Santos; Brazil"""
01/31/2020,Master Fighters Championship,MFC Elite,"""Club M Santiago; Santiago; Chile"""
01/31/2020,JF,Jungle Fight 101,"""Ginásio Campestre Yucca Clube; Contagem; Minas Gerais; Brazil"""
01/31/2020,UCC 48,Meza vs. Luna,"""Hotel El Panama; Panama City; Panama"""
01/31/2020,M-1 Global,Road to M-1: USA 4,"""Charles F. Dodge City Center; Pembroke Pines; Florida; United States"""
01/31/2020,TGFC 10,Truly Grand Fighting Championship 10,"""Asmai Arena; Kabul; Afghanistan"""
01/31/2020,ADW,UAE Warriors 10,"""Abu Dhabi; United Arab Emirates"""
01/31/2020,Mamba MMA,Mamba Fight Night 8,"""Gradvilla Casino; Burnaby; British Columbia; Canada"""
01/31/2020,NFC 55,Nicaraguan Fighting Championship 55: La Roca vs. Kratos,"""Plaza 101; Managua; Nicaragua"""
01/31/2020,NFC 22,Naiza Fighter Championship 22,"""SK Batyr; Aktau; Kazakhstan"""
01/31/2020,BFC 19,Bang Fighting Championships 19,"""Skate Odyssey of Horn Lake; Horn Lake; Mississippi; United States"""
01/31/2020,LFA 81,Emmers vs. Barbosa,"""The Hangar at the OC Fair & Event Center; Costa Mesa; California; United States"""
01/31/2020,CW,Cage Wars 45,"""Rivers Casino & Resort; Schenectady; New York; United States"""
01/31/2020,SFL 42,Spartyka Fight League 42: Pro/Am,"""Chartway Arena; Norfolk; Virginia; United States"""
01/31/2020,One Championship,Fire & Fury,"""Mall Of Asia Arena; Manila; Philippines"""
01/29/2020,WXC 86,Warrior Wednesday 11,"""Crystal Gardens; Southgate; Michigan; United States"""
06/27/2020,Tribe Tokyo Fight,TTF Challenge 08,"""Tokyo; Japan"""
06/27/2020,GMMAF,World United Mixed Martial Arts Federation 3,"""3Sports TV Studio; Kabul; Afghanistan"""
06/27/2020,BBF 10,Big Boys Fights 10,"""Arena Hall; Krasnodar; Russia"""
06/27/2020,Arena Global ,Arena Global 5,"""Centro de treinamentos RD Champions; Rio de Janeiro; Rio de Janeiro; Brazil"""
06/27/2020,MMA Series 8,Time of New Heroes 6,"""St. Petersburg; Russia"""
06/27/2020,WWFC,Road to WWFC 24,"""Mykolaiv; Ukraine"""
06/27/2020,SEC,Southeastern Elite Combat,"""Crestview Community Center; Crestview; Florida; United States"""
06/27/2020,HFC 24,Hard Fighting Championship 24,"""Grand Casino Basel; Basel; Switzerland"""
06/27/2020,SMMA,Showcase MMA: Greenville 2,"""Thomas Creek Brewery; Greenville; South Carolina; United States"""
06/27/2020,Fusion Fight League,Thorton vs. Mann,"""Majestic Valley Arena; Kalispell; Montana; United States"""
06/27/2020,UFC on ESPN 12,Poirier vs. Hooker,"""UFC Apex; Las Vegas; Nevada; United States"""
06/26/2020,ML,Mmasters League 1,"""Kladno; Czech Republic"""
06/26/2020,GFC Serbia,Gladiators Fighting Championship 6,"""Vranje Sports Hall; Vranje; Serbia"""
06/26/2020,Titan FC 61,Titan Fighting Championship,"""Intercontinental Hotel & Resort Biscayne Bay; Miami; Florida; United States"""
06/26/2020,Babilon MMA 14,Pawlak vs. Tomczak,"""Radom; Poland"""
06/25/2020,BFC 55,Belarusian Fighting Championship,"""Prime Hall; Minsk; Belarus"""
06/23/2020,IMMAF,WMMAA Africa Open Championships: Day 1,"""Nursultan; Kazakhstan"""
06/21/2020,One Championship,One Hero Series 14,"""China Broadcast Only; China"""
06/21/2020,Fight Club Legend,Legends Cup,"""Fight Club Legend; Moscow; Russia"""
06/20/2020,Cage of Honor,Cage of Honor 79,"""AC Brase Arena; Cape Girardeau; Missouri; United States"""
06/20/2020,FNP 7,Fight Night Promotions 7,"""Holiday Inn; Rutland; Vermont; United States"""
06/20/2020,EFM 3,European Fight Masters 3,"""Studio; Berlin; Germany"""
06/20/2020,MMA Series 7,People's Championship,"""Russia"""
06/20/2020,Bizzarro Promotions,Bayfront Brawl 10,"""Bayfront Convention Center; Erie; Pennsylvania; United States"""
06/20/2020,FSC,First Step Championship: Krwawy Sport 1,"""Poland"""
06/20/2020,SFL 44,Spartyka Fight League 44: Fight for the Warriors,"""Chartway Arena; Norfolk; Virginia; United States"""
06/20/2020,SMMA 12,Showcase MMA 12,"""Meadowview Convention Center; Kingsport; Tennessee; United States"""
06/20/2020,CT Fight Team,Amazona Fight 3,"""CT Fight Team; Ibirité; Minas Gerais; Brazil"""
06/20/2020,MMA Berlin,Tournament 63,"""MMA Gym Berlin; Berlin; Germany"""
06/20/2020,UFC on ESPN 11,Blaydes vs. Volkov,"""UFC Apex; Las Vegas; Nevada; United States"""
06/20/2020,MMAX FC 8,Mardi Gras Fight Night 2,"""Donald W. Reynolds Community Center; Poteau; Oklahoma; United States"""
06/20/2020,Big Game 4,Finest MMA & Kickboxing Gala,"""RuhrCongress Bochum; North Rhine-Westphalia; Germany"""
06/20/2020,One Championship,One Hero Series 13,"""China Broadcast Only; China"""
06/19/2020,WLF,W.A.R.S. 44,"""Henan TV Station; Zhengzhou; Henan; China"""
06/19/2020,SBC 28,Serbian Battle Championship 28: Revenge!,"""Odzaci; Serbia"""
06/18/2020,PCP 5,Pankration Challenge Pro 5: Madabattle Martial Arts Festival 1	,"""Mekhanika Arts Factory; Kharkhiv; Ukraine"""
06/16/2020,KOF,Kingdom of Fighting 3: Lightweight Grand Prix,"""Street Fighter Stadium; Kiev; Ukraine"""
06/15/2020,Ferrum Fight Club,Champion Path 5,"""Ferrum Fight Club; Chelyabinsk; Russia"""
06/13/2020,RITC,Rage in the Cage OKC 73,"""Oklahoma City Farmers Market Event Center; Oklahoma City; Oklahoma; United States"""
06/13/2020,Impact Promotions,Beatdown at the Beach 12,"""Laketown Wharf 9902 S Thomas Dr; Panama City Beach; Florida; United States"""
06/13/2020,Z Promotions,Fight Night 13,"""Medicine Hat; Alberta; Canada"""
06/13/2020,NEF 43,Rampage,"""Collins Center for the Arts; Orono; Maine; United States"""
06/13/2020,Tuff-N-Uff,Pack The Mack,"""Thomas & Mack Center; Las Vegas; Nevada; United States"""
06/13/2020,UFC on ESPN 10,Eye vs. Calvillo,"""UFC Apex; Las Vegas; Nevada; United States"""
06/13/2020,FEN 28,Lotos Fight Night,"""Globus Hall; Lublin; Poland"""
06/12/2020,ADW,UAE Warriors 11,"""Jiu-Jitsu Arena; Abu Dhabi; United Arab Emirates"""
06/11/2020,BFC 54,Belarusian Fighting Championship,"""Prime Hall; Minsk; Belarus"""
06/11/2020,MFP 234/Cherdak Fight Club 22,Siberian Legion,"""Trud Sport Palace; Irkutsk; Russia"""
06/11/2020,One Championship,One Warrior Series 11,"""Singapore"""
06/06/2020,Ataman Fighting Championship,AFC: Battle for Hype,"""Kazakhstan"""
06/06/2020,Oktagon MMA,Oktagon Prime 4,"""Czech Republic"""
06/06/2020,BTC 10,Night Of Champions II,"""Central Arena; Burlington; Ontario; Canada"""
06/06/2020,GFA,Gladiator Fighting Arena 12,"""Salle Pablo Neruda; Nimes; France"""
06/06/2020,UFC 250,Nunes vs. Spencer,"""UFC Apex; Las Vegas; Nevada; United States"""
06/05/2020,Knockout Events,Wheel Jam Slam 2,"""Nordby Exhibit Hall; Huron; South Dakota; United States"""
06/01/2020,RFC 2,Resilient Fighting Championship 2,"""Menlo Park Wrestling Club; Pretoria; South Africa"""
05/31/2020,Shooto,Professional Shooto 2020 Vol. 3,"""Japan"""
05/31/2020,WTKF,Grand Prix Finals,"""Fight House; Minsk; Belarus"""
05/31/2020,Steel Fights,For Hype,"""Lipetsk; Russia"""
05/30/2020,XFN 28,Xtreme Fighting Nation 28,"""Miami; Florida; United States"""
05/30/2020,Leon Warriors Fighting League,Stage 1,"""MATCH TV; Moscow; Russia"""
05/30/2020,UFC on ESPN 9,Woodley vs. Burns,"""UFC Apex; Las Vegas; Nevada; United States"""
05/30/2020,RFL,Risk Fight League 6,"""Trident Fitness; Morley; England"""
05/29/2020,Titan FC 60,Titan Fighting Championship,"""MMA Masters; Miami; Florida; United States"""
05/29/2020,ROC 72,Ring of Combat 72,"""Tropicana; Atlantic City; New Jersey; United States"""
05/29/2020,Babilon MMA 13,Live in Studio,"""ATM Studio; Warsaw; Poland"""
08/28/2020,Evolution Championship,Fight Night 46,"""6 OCT Club; Giza; Egypt"""
08/28/2020,IAF,Streetfighter 7,"""OC Sestka; Praha; Czech Republic"""
08/28/2020,AUFC,Arabic Ultimate Fighting Championship 27,"""AUFC Academy; Infantry House; Cairo; Egypt"""
08/28/2020,Titan FC 63,Titan Fighting Championship,"""Intercontinental Hotel & Resort Biscayne Bay; Miami; Florida; United States"""
08/28/2020,FNG,MMA Festival: 75th Anniversary of the Great Victory,"""KSK Express; Rostov on Don; Russia"""
08/28/2020,Babilon MMA 15,Skibinski vs. Medvedovski,"""Hotel Ossa; Rawa Mazowiecka; Poland"""
08/28/2020,LFA 89,Moore vs. Giannetti,"""Sanford Pentagon; Sioux Falls; South Dakota; United States"""
08/28/2020,GFA 4,Grand Fight Arena 4,"""Tsarevo; Bulgaria"""
08/28/2020,One Championship,A New Breed 3,"""Impact Arena; Bangkok; Thailand"""
08/28/2020,One Championship,A New Breed 2,"""Impact Arena; Bangkok; Thailand"""
08/28/2020,One Championship,A New Breed,"""Impact Arena; Bangkok; Thailand"""
08/27/2020,OFC 9,El Potro vs. El Huracan 2,"""Gimnasio Extreme Fitness; Machala; Ecuador"""
08/25/2020,Dana White's Contender Series,Contender Series 2020: Week 4,"""UFC Apex; Las Vegas; Nevada; United States"""
08/24/2020,Brave CF 40 ,Brave Combat Federation 40,"""Sweden"""
08/23/2020,Gladius Tournaments,Gladius Tournaments 2,"""Gladius Club; Klin; Moscow; Russia"""
08/23/2020,HMMAF,Superfight Harkany,"""Harkany Sports Center; Harkany; Hungary"""
08/23/2020,ProFC Ukraine,Svityaz Cup,"""Loft Complex; Shatsk; Volyn; Ukraine"""
08/23/2020,Deep,96 Impact,"""New Pier Hall; Tokyo; Japan"""
08/23/2020,Shooto Brazil,Shooto Brazil 100,"""Upper Arena; Rio de Janeiro; Brazil"""
08/23/2020,WWFC,Road to WWFC: Kharkiv Open Cup Final,"""Mandarin Club House; Str. Maksymilianivska 14; Kharkiv; Ukraine"""
08/22/2020,Nashe Delo 2,Zadishvili vs. Xunbich,"""Moscow; Russia"""
08/22/2020,AF 55,Atlas Fights 55,"""Mississippi Coast Coliseum & Convention Center; Biloxi; Mississippi; United States"""
08/22/2020,JCK,Jue Cheng King: Night Qualifier 5,"""Haikou; Hainan; China"""
08/22/2020,FMD,Full Metal Dojo 19: Fight Circus Vol. 1,"""Insanity Nightclub; Bangkok; Thailand"""
08/22/2020,BFC 59,Belarusian Fighting Championship,"""Minsk; Belarus"""
08/22/2020,GFC 27,Gorilla Fighting 27,"""Almetyevsk; Russia"""
08/22/2020,Deep,95 Impact,"""New Pier Hall; Tokyo; Japan"""
08/22/2020,FEN 29,LOTOS Fight Night Ostroda,"""Amfiteatr w Ostrodzie; Ostróda; Poland"""
08/22/2020,UFC on ESPN 15,Munhoz vs. Edgar,"""UFC Apex; Las Vegas; Nevada; United States"""
08/22/2020,MTF 17,Idaho Falls,"""Melaleuca Field; Idaho Falls; Idaho; United States"""
08/22/2020,CG 27,Celtic Gladiator 27,"""Manchester; England"""
08/22/2020,Benevides Fight ,Benevides Fight 3,"""Barcelona Club; Benevides; Para; Brazil"""
08/21/2020,WLF,W.A.R.S. 46,"""Zhengzhou; China"""
08/21/2020,AFC,Ased Fighting Championship: Contender 3,"""Baku; Azerbaijan"""
08/21/2020,IAF,Streetfighter 6,"""OC Sestka; Praha; Czech Republic"""
08/21/2020,LFA 88,Willis vs. De Jesus,"""Sanford Pentagon; Sioux Falls; South Dakota; United States"""
08/21/2020,Bellator 244,Bader vs. Nemkov,"""Mohegan Sun Arena; Uncasville; Connecticut; United States"""
08/21/2020,Epic Fighting,Epic 46,"""Four Points by Sheraton San Diego; San Diego; California; United States"""
08/20/2020,AUFC,Arabic Ultimate Fighting Championship 26,"""AUFC Academy; Infantry House; Cairo; Egypt"""
08/20/2020,ACA 109,Absolute Championship Akhmat,"""Lodz; Poland"""
08/18/2020,DC Fighters 4,DC Pro 4,"""DC Fighters; Taquara; Rio de Janeiro; Brazil"""
08/18/2020,Dana White's Contender Series,Contender Series 2020: Week 3,"""UFC Apex; Las Vegas; Nevada; United States"""
08/17/2020,AFC 14,Innovation,"""AFC Official Gym; Paju; South Korea"""
08/16/2020,Moscow League of Pankration,Level 24: The Best Fighters,"""Fight Club Amsterdam; Moscow; Russia"""
08/16/2020,Colosseum MMA,Battle of Champions 13,"""Moscow; Russia"""
08/15/2020,JCK,Jue Cheng King: Night Qualifier 4,"""Haikou; Hainan; China"""
08/15/2020,HMMAF,Cutler Fitness Fight Night,"""Eger; Hungary"""
08/15/2020,SCL,BK MMA,"""The Outlaw Saloon; Cheyenne; Wyoming; United States"""
08/15/2020,XFN,Submission,"""Double Red Headquarters; Slovakia"""
08/15/2020,JFC,On IVI,"""Likino-Dulyovo; Moscow; Russia"""
08/15/2020,GLFC 15,Global Legion FC 15,"""Banquet Masters; Clearwater; Florida; United States"""
08/15/2020,VFC 2,Vida Fight Championships 2,"""Palacio de los Congresos; Marbella; Spain"""
08/15/2020,MMAX FC 9,High Stakes 2,"""Donald W Reynolds Community Center; Poteau; Oklahoma; United States"""
08/15/2020,Nemesis Fighting Alliance,Nemesis 2,"""Casa Loma Ballroom; St. Louis; Missouri; United States"""
08/15/2020,MMA Series 12,Time of New Heroes 9,"""Fight Club Sech; St. Petersburg; Russia"""
08/15/2020,Brave CF 39,Brave Combat Federation 39,"""Sweden"""
08/15/2020,SMMA 13,Showcase MMA 13: Wasteland,"""Meadowview Convention Center; Kingsport; Tennessee; United States"""
08/15/2020,Shamrock FC,Shamrock 334,"""Ameristar Casino; Kansas City; Missouri; United States"""
08/15/2020,Batyr Bashy Championship,Moscow,"""Krylya Sovetov UIC; Moscow; Russia"""
08/15/2020,Tuff-N-Uff,Mayhem In Mesquite,"""CasaBlanca Resort and Casino; Mesquite; Nevada; United States"""
08/15/2020,UFC 252,Miocic vs. Cormier 3,"""UFC Apex; Las Vegas; Nevada; United States"""
08/14/2020,IAF,Streetfighter 5,"""OC Sestka; Praha; Czech Republic"""
08/14/2020,Fight Masters,Fight Weekend,"""Grove Recreation Park; Donetsk; Ukraine"""
08/14/2020,Combat Quest 9,Revenge,"""Banquet Masters; Clearwater; Florida; United States"""
08/14/2020,Contenders East Anglia,Contenders Norwich 30: Drive-in,"""Taverham Hall; Taverham; Norwich; United Kingdom"""
08/14/2020,FAC 3,Fighting Alliance Championship,"""Cable Dahmer Arena; Independence; Missouri; United States"""
08/13/2020,SFT,Standout Fighting Tournament 23: Jesus vs. Cachorro,"""Wynwood Studios; Wynwood; Florida; United States"""
08/13/2020,CFFC 83,Cage Fury Fighting Championships 83,"""2300 Arena Philadelphia; Pennsylvania; United States"""
08/12/2020,Fight King Gold Belt Contest,Lightweight Grand Prix,"""Ulanhot; China"""
08/12/2020,CFFC 82,Cage Fury Fighting Championships 82,"""2300 Arena Philadelphia; Pennsylvania; United States"""
08/11/2020,Dana White's Contender Series,Contender Series 2020: Week 2,"""UFC Apex; Las Vegas; Nevada; United States"""
08/10/2020,FFC,Falco Fighting Championship: Selection 5,"""Dordoi Plaza; Osh; Kyrgyzstan"""
08/10/2020,GCFC MMA 10,Golden Coat Fighting Championship,"""City Holiday; Kyiv; Ukraine"""
08/10/2020,Rizin FF,Rizin 23,"""Pia Arena MM; Yokohama; Kanagawa; Japan"""
08/09/2020,N1FC,No. 1 Fighting Championship 7,"""Extreme Fight Club; Giessen; Germany"""
08/09/2020,PCFL 3,Pro Combat Fight League,"""Kurukshetra; Haryana; India"""
08/09/2020,Deep,Osaka Impact 2020,"""Sumiyoshi Kumin Center; Osaka; Japan"""
08/09/2020,Pancrase,Osaka,"""Sumiyoshi Kumin Center; Osaka; Japan"""
08/09/2020,Rizin FF,Rizin 22,"""Pia Arena MM; Yokohama; Kanagawa; Japan"""
08/08/2020,JCK,Jue Cheng King: Night Qualifier 3,"""Haikou; Hainan; China"""
08/08/2020,WWFC,Road to WWFC 25: Minerfin Cup 2020,"""Str. Naberezhnaya 13; Dniprorudne; Zaporizhiia; Ukraine"""
08/08/2020,WOW 2,Way of Warriors FC 2,"""Madrid; Spain"""
08/08/2020,Brave CF 38,Brave Combat Federation 38,"""Sweden"""
08/08/2020,Square Ring Promotions,Island Fights 63,"""Pensacola Fairgrounds; Pensacola; Florida; United States"""
08/08/2020,ACA 108,Absolute Championship Akhmat,"""Russia"""
08/08/2020,UFC Fight Night 174,Lewis vs. Oleynik,"""UFC Apex; Las Vegas; Nevada; United States"""
08/08/2020,HFC 25,Hard Fighting Championship 25,"""Grand Casino Basel; Basel; Switzerland"""
08/08/2020,MFL 17,Montreal Fight League 17,"""Quebec; Canada"""
08/07/2020,IAF,Streetfighter 4,"""OC Sestka; Praha; Czech Republic"""
08/07/2020,Bellator 243,Chandler vs. Henderson 2,"""Mohegan Sun Arena; Uncasville; Connecticut; United States"""
08/07/2020,XFL,Xtreme Fight Night 367,"""River Spirit Casino; Tulsa; Oklahoma; United States"""
08/07/2020,Bayou FC 45,MMA Cagefights,"""Copeland Tower; Metairie; Louisiana; United States"""
08/06/2020,BFC 58,Belarusian Fighting Championship,"""Prime Hall; Minsk; Belarus"""
08/05/2020,SFC 1,Sultan Fighting Championship 1,"""Kabul; Afghanistan"""
08/04/2020,Dana White's Contender Series,Contender Series 2020: Week 1,"""UFC Apex; Las Vegas; Nevada; United States"""
08/02/2020,Fight Club Den Haag,Summer Slam,"""Den Haag; Zuid-Holland; Netherlands"""
08/02/2020,WWFC,Road to WWFC: Kharkiv Open Cup - 2,"""Mandarin Club House; Str. Maksymilianivska 14; Kharkiv; Ukraine"""
08/02/2020,Hero MMA,Hero 2,"""Sunshine Coast; Queensland; Australia"""
08/01/2020,JCK,Jue Cheng King: Night Qualifier 2,"""Haikou; Hainan; China"""
08/01/2020,BBF 11,Big Boys Fights 11,"""St. Petersburg; Russia"""
08/01/2020,Rize FC,Rize or Fall,"""Palm Beach State College 4200 S Congress Ave Lake Worth; Florida; United States"""
08/01/2020,GFC 03,Gentlemanflower Fighting Championship 03,"""Busan; South Korea"""
08/01/2020,SFC,Summit Fighting Championships 35,"""Tupelo Furniture Market Building #5; Tupelo; Mississippi; United States"""
08/01/2020,Shooto,Professional Shooto 2020 Vol. 5,"""Korakuen Hall; Tokyo; Japan"""
08/01/2020,Brave CF 37,Brave Combat Federation 37,"""Stockholm; Sweden"""
08/01/2020,Brutaal Genesis Fight Night,Fort Frenzy 11,"""Fort Frenzy; Fort Dodge; Iowa; United States"""
08/01/2020,EMMA 16,Extreme MMA,"""Ecuador"""
08/01/2020,Impact Promotions,Beatdown at the Beach 13,"""Laketown Wharf 9902 S Thomas Dr; Panama City Beach; Florida; United States"""
08/01/2020,UFC Fight Night 173,Brunson vs. Shahbazyan,"""UFC Apex; Las Vegas; Nevada; United States"""
08/01/2020,MFC 12,Metamorfoza Fighting Championship 12: Battle on the Heights,"""St. Petersburg; Russia"""
08/01/2020,MTF 16,Mountain Force MMA 16,"""Uinta Lanes; Evanston; Wyoming; United States"""
08/01/2020,SMMA,Showcase MMA: Rumble on the River 2020,"""Crab Catchers; Little River; South Carolina; United States"""
08/01/2020,AF 54,Atlas Fights 54,"""Mississippi Coast Coliseum & Convention Center; Biloxi; Mississippi; United States"""
07/31/2020,IAF,Streetfighter 3,"""OC Sestka; Praha; Czech Republic"""
07/31/2020,FNC 3,Fight Nation Championship 3,"""Zrce Beach; Novalja; Croatia"""
07/31/2020,ADW,UAE Warriors 12,"""Jiu-Jitsu Arena; Abu Dhabi; Dubai; United Arab Emirates"""
07/31/2020,RWC 5,Bez Przebaczenia,"""Amfiteatr Mrągowo; Mrągowo; Poland"""
07/31/2020,LFA 87,Logan vs. Rosales,"""Sanford Pentagon; Sioux Falls; South Dakota; United States"""
07/31/2020,RBM,Selection Fights 3,"""Moscow; Russia"""
07/31/2020,One Championship,No Surrender,"""Impact Arena; Bangkok; Thailand"""
07/31/2020,One Championship,No Surrender 3,"""Impact Arena; Bangkok; Thailand"""
07/31/2020,One Championship,No Surrender 2,"""Impact Arena; Bangkok; Thailand"""
07/30/2020,Invicta FC 41,Morandin vs. Ruiz,"""Police Athletic League; Kansas City; Kansas; United States"""
10/25/2020,Adventure Fighters Tournament,AFT 23,"""Espaco Religiao da Luta; Curitiba; PR; Brazil"""
10/25/2020,KROSSxOVER,KROSSxOVER 9,"""Shinjuku FACE; Shinjuku; Tokyo; Japan"""
10/25/2020,WCF,Wardog Cage Fight 26,"""Sekaikan; Osaka; Japan"""
10/25/2020,Deep,Hamamatsu Impact 2020,"""Act City Hamamatsu; Hamamatsu; Japan"""
10/25/2020,Perviy Club,Fight Show 45,"""Ivangog Bar; Ulitsa Bol'shaya Lubyanka; Moscow; Russia"""
10/25/2020,Bushido Kazakhstan,Grand Prix of Bushido Qazaqstan,"""Entertainment Complex GOGOL; Almaty; Kazakhstan"""
10/25/2020,Pancrase,319,"""Studio Coast; Tokyo; Japan"""
10/25/2020,Shooto Brazil,Shooto Brazil 102,"""Upper Arena; Rio de Janeiro; Rio de Janeiro; Brazil"""
10/25/2020,The Hero,Pro Fight Night 2,"""Opp Yamaha Showroom; Nashik; Maharashtra; India"""
10/25/2020,RBM 6,Apocalipse,"""St. Petersburg; Russia"""
10/24/2020,Nemesis Fighting Alliance,Nemesis 3,"""Arnold Eagles Hall; Arnold; Missouri; United States"""
10/24/2020,PFC Promotions,Amateur Fight Night,"""Portuguese Hall; Capetown; South Africa"""
10/24/2020,MFL,Midwest Fight League,"""Camden On The Lake; Lake Ozark; Missouri; United States"""
10/24/2020,GSMMA,Grow Strong Fight Series 3,"""WIRAC; Warwick; Queensland; Australia"""
10/24/2020,NFC 127,National Fighting Championship 127,"""Buckhead Saloon; Atlanta; Georgia; United States"""
10/24/2020,GMC OlympiX,GMC OlympiX 65,"""GMC Headquarter Gelsenkirchen; Gelsenkirchen; Germany"""
10/24/2020,RITC,Rage in the Cage OKC 76,"""OKC Farmers Market; Oklahoma City; Oklahoma; United States"""
10/24/2020,Center of Martial Arts,Right Way,"""Center of Martial Arts; Belgorod; Russia"""
10/24/2020,Fighting Sport Arts,FSA Cup: Second Wave,"""Moscow; Russia"""
10/24/2020,One Pride MMA Fight Night 38,No Surrender,"""Studio ANTV; Jakarta; Indonesia"""
10/24/2020,BFC 63,Belarusian Fighting Championship,"""Chizhovka Arena; Minsk; Belarus"""
10/24/2020,MFP 232,Modern Fighting Pankration 232,"""Arena Sport; Vladivostok; Russia"""
10/24/2020,FT,Fight Championship 11,"""CT Fight Team; Ibirite; Minas Gerais; Brazil"""
10/24/2020,FFC,FMR Fighting Championship: Selection 4,"""Krylya Sovetov UIC; Moscow; Russia"""
10/24/2020,TFS,Mix Fight Gala 30: Fight Club 3,"""Tempel Fight School; Darmstadt; Germany"""
10/24/2020,CC4,Cage Conflict 4: Trick or Treat,"""The Devenish; Belfast; Northern Ireland"""
10/24/2020,GCF 53,Gladiator Combat Fight 53,"""Parana; Brazil"""
10/24/2020,OF5,Octagon Fighting 5,"""Victoria Hotel; Kilkis; Greece"""
10/24/2020,UFC 254,Nurmagomedov vs. Gaethje,"""Flash Forum; Yas Island; Abu Dhabi; United Arab Emirates"""
10/24/2020,ToM,Polish Amateur Championships MMA/K1,"""Rumia; Poland"""
10/24/2020,Malscher Fight Night,Pro League Fighting 12,"""Federbach Hall; Malsch; Baden-Wurttemberg; Germany"""
10/23/2020,GA,Gladiator Arena 14,"""Pyrzyce"""
10/23/2020,Evolution Championship,Fight Night 47,"""Al Yassmin Club; Future City; Egypt"""
10/23/2020,JLF,Justice League Fighting: The Contenders,"""Great North Combat; Merida; Yucatan; Mexico"""
10/23/2020,MTF 18,Logan,"""Cache County Event Center; Logan; Utah; United States"""
10/23/2020,Lionheart Promotion,Afoa vs. Robati,"""ABA Stadium; Auckland; New Zealand"""
10/23/2020,TAURA MMA,10,"""Park Shopping; Canoas; Rio Grande do Sul; Brazil"""
10/22/2020,AFL 2,Azteca Fight League 2: Barragan vs. Flores,"""Monterrey; Nuevo Leon; Mexico"""
10/22/2020,ALFC 5,Afghanistan Lions Fighting Championship 5,"""3Sport TV Studio; Kabul; Afghanistan"""
10/22/2020,iFF 2,iKon Fighting Federation 2,"""Marinaterra Resort & Spa Event Center; San Carlos; Mexico"""
